time,open,high,low,close,tick_volume,spread,real_volume,EMA_20,EMA_50,RSI,MACD,MACD_signal,ATR
2026-03-16 13:00:00,4998.74,5006.38,4995.72,5002.29,4765,4,0,4994.625441634523,5000.032721932922,55.70285441299422,-4.778910862517478,-6.0159081211286445,11.460000000000166
2026-03-16 13:15:00,5002.29,5022.63,5002.29,5019.21,5105,4,0,4996.9668281455215,5000.784772053199,62.15306122448965,-2.2337602975630944,-5.259478556415535,12.385714285714455
2026-03-16 13:30:00,5019.21,5020.01,5013.85,5015.58,3511,4,0,4998.739511179281,5001.364977070721,64.1292903769216,-0.5038131563878778,-4.308345476410003,11.974285714285868
2026-03-16 13:45:00,5015.58,5018.08,4992.84,4997.0,5403,4,0,4998.573843447921,5001.19380149932,50.0,-0.6248652462763857,-3.5716494303832795,12.666428571428696
2026-03-16 14:00:00,4997.0,5004.56,4994.38,5004.04,4592,4,0,4999.094429786214,5001.305417126798,58.17738791422994,-0.15099021418063785,-2.887517587142751,12.420714285714373
